,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
295,2016 - 17,KIPP Washington Heights Middle School,M068,M,6,693.0,201 WARREN STREET CONSOLIDATED LOCATION,2,589.0,PS 084M,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,0.0,0.0,0.0
296,2016 - 17,Brownsville Academy High School,K568,K,17,443.0,62 PARK PLACE CONSOLIDATED LOCATION,2,298.0,PS 361K,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,1.0,0.0,0.0
297,2016 - 17,PRE-K CENTER @ 500 19TH STREET - BROOKLYN,K280,K,15,462.0,,1,37.0,JHS 275K,P.S. 279 Herman Schreiber,0.0,0.0,3.0
298,2016 - 17,P.S. K771,K771,K,21,976.0,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,2,165.0,IS 223K,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,1.0,4.0,2.0
299,2016 - 17,P.S. 149 Danny Kaye,K149,K,19,382.0,,1,1138.0,PS 147K,P.S. 373 - Brooklyn Transition Center,0.0,3.0,1.0
300,2016 - 17,P.S. 196 Ten Eyck,K196,K,14,476.0,,1,104.0,PS 191K,P.S. 195 Manhattan Beach,0.0,0.0,2.0
301,2016 - 17,P.S. 130 Hernando De Soto,M130,M,2,451.0,,1,1310.0,KIPP STAR COLLEGE PREP CHARTER SCHOOL,P.S. 129 John H. Finley,0.0,0.0,2.0
302,2016 - 17,J.H.S. 201 The Dyker Heights,K201,K,20,1299.0,,1,1124.0,PS 197K,P.S. 200 Benson School,0.0,0.0,0.0
303,2016 - 17,P.S. 312 Bergen Beach,K312,K,22,424.0,,1,125.0,PS 308K,The School For Future Leaders,0.0,0.0,0.0
304,2016 - 17,The Windsor Terrace School,K154,K,15,536.0,,1,1196.0,PS 152K,P.S. 153 Homecrest,0.0,0.0,0.0
305,2016 - 17,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,K264,K,20,198.0,210 CHESTER STREET CONSOLIDATED LOCATION,2,170.0,IS 259K,P.S./I.S. 323 |  Mott Hall Bridges Academy |  210 CHESTER STREET CONSOLIDATED LOCATION,,,
306,2016 - 17,W. H. Maxwell Career and Technical Education High,K660,K,19,1388.0,345 DEAN STREET CONSOLIDATED LOCATION,2,1226.0,Academy for Health Careers(Dist.13 Office),The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,0.0,4.0,8.0
307,2016 - 17,KIPP STAR College Prep Charter School,M726,M,5,687.0,425 WEST 123 STREET CONSOLIDATED LOCATION,3,580.0,PS 038M,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,,,
308,2016 - 17,2424 BATCHELDER STREET CONSOLIDATED LOCATION ,K014,K,22,534.0,2424 BATCHELDER STREET CONSOLIDATED LOCATION ,2,153.0,IS 014K,J.H.S 014 Shell Bank | PS 77 (Brooklyn) |CONDOLIDATED LOCATION,0.0,5.0,4.0
309,2016 - 17,P.S. 250 George H. Lindsay,K250,K,14,901.0,,1,191.0,MS 246K,P.S. 249 The Caton,0.0,1.0,1.0
310,2016 - 17,P.S. 172 Beacon School of Excellence,K172,K,15,298.0,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,2,241.0,PS 169K,I.S. 171 Abraham Lincoln |  Highland Park Community School |  528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,,,
311,2016 - 17,Brooklyn Studio Secondary School,K690,K,21,465.0,,1,17.0,HARRY VAN ARSDALE HS,W. H. Maxwell Career and Technical Education High,1.0,1.0,15.0
312,2016 - 17,330 59 STREET CONSOLIDATED LOCATION,K314,K,20,836.0,330 59 STREET CONSOLIDATED LOCATION,2,1423.0,PS 971,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,,,
313,2016 - 17,PROGRESS High School for Professional Careers,K474,K,14,3661.0,,2,197.0,PROSPECT HEIGHTS HS,New Utrecht High School | NEW UTRECHT EVENING HS M/W(BS)  ,0.0,3.0,11.0
314,2016 - 17,KINGS COLLEGIATE CHARTER SCHOOL(BS),K608,K,18,191.0,1084 LENOX ROAD CONSOLIDATED LOCATION,2,280.0,PS 247K,Middle School for Art and Philosophy|  KINGS COLLEGIATE CHARTER SCHOOL(BS)|  1084 LENOX ROAD CONSOLIDATED LOCATION,,,
315,2016 - 17,P.S. 221 Toussaint L'Ouverture,K221,K,17,1489.0,,1,24.0,IS 218K,J.H.S. 220 John J. Pershing,0.0,1.0,7.0
316,2016 - 17,J.H.S. 383 Philippa Schuyler,K383,K,32,584.0,,1,299.0,PS 371K,P.S. 380 John Wayne Elementary,0.0,0.0,2.0
317,2016 - 17,All City Leadership Secondary School,K554,K,32,2325.0,,2,318.0,SOUTH SHORE HS,John Dewey High School | John Dewey GED |50 Avenue X,2.0,8.0,24.0
318,2016 - 17,328 WEST  48 STREET CONSOLIDATED LOCATION,M017,M,2,544.0,328 WEST  48 STREET CONSOLIDATED LOCATION,2,549.0,JHS 013M,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,,,
319,2016 - 17,P.S. 160 William T. Sampson,K160,K,20,854.0,,1,98.0,PS 158K,P.S. 159 Isaac Pitkin,0.0,0.0,0.0
320,2016 - 17,P.S. 121 Nelson A. Rockefeller,K121,K,21,450.0,,1,225.0,PS 119K,P.S. 120 Carlos Tapia,0.0,0.0,0.0
321,2016 - 17,P.S. 153 Adam Clayton Powell,M153,M,6,588.0,,1,1054.0,PS 144M,P.S. 152 Dyckman Valley,0.0,0.0,0.0
322,2016 - 17,P.S. 169 Sunset Park,K169,K,15,471.0,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,2,22.0,IS 166K,P.S. 167 The Parkway|  New Bridges Elementary|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,,,
323,2016 - 17,I.S. 98 Bay Academy,K098,K,21,1513.0,,1,67.0,PS 041K,I.S. 98 Bay Academy,2.0,1.0,0.0
324,2016 - 17,Dos Puentes Elementary School,M103,M,6,1274.0,100 HESTER STREET CONSOLIDATED LOCATION,3,1275.0,P.S.128 MINISCHOOL,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,0.0,10.0,10.0
325,2016 - 17,2351 1ST AVENUE CONSOLIDATED LOCATION,M045,M,4,161.0,2351 1ST AVENUE CONSOLIDATED LOCATION,2,559.0,JHS 172M,Coalition School for Social Change|Harlem Village Academy Leadership Charter School|2351 1ST AVENUE CONSOLIDATED LOCATION,,,
326,2016 - 17,University Neighborhood Middle School,M332,M,1,140.0,220 HENRY STREET CONSOLIDATED LOCATION,4,552.0,JHS 052M,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",,,
327,2016 - 17,P.S. 150 Christopher,K150,K,23,704.0,,1,1183.0,P373K BROOKLYN TRANSITION CENTER,P.S. 149 Danny Kaye,0.0,1.0,2.0
328,2016 - 17,Tag Young Scholars,M012,M,4,585.0,,1,691.0,PS 111M,P.S. 116 Mary Lindley Murray,0.0,0.0,2.0
329,2016 - 17,The College Academy,M462,M,6,458.0,40 IRVING PLACE CONSOLIDATED LOCATION,7,706.0,SEWARD PARK HS,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving Yabc|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|40 IRVING PLACE CONSOLIDATED LOCATION,,,
330,2016 - 17,P.S. 142 Amalia Castro,M142,M,1,382.0,,1,533.0,Percy E. Sutton Educ. Complex/Formerly BREAD & ROSES HS,P.S. 140 Nathan Straus,0.0,3.0,7.0
331,2016 - 17,600 KINGSTON AVENUE CONSOLIDATED LOCATION,K470,K,17,359.0,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,149.0,ERASMUS HALL HS,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",,,
332,2016 - 17,P.S. 189,M189,M,6,234.0,,2,621.0,PS 176M,P.S. 185 - The Early Childhood Discovery and Design l Harlem Link Charter School | 20 West 112 Street,0.0,0.0,2.0
333,2016 - 17,Professor Juan Bosch Public School,M178,M,6,423.0,4862 BROADWAY CONSOLIDATED LOCATION,2,619.0,PS 171M,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,,,
334,2016 - 17,610 EAST  12 STREET CONSOLIDATED LOCATION,M061,M,1,295.0,610 EAST  12 STREET CONSOLIDATED LOCATION,2,663.0,JHS 056M,The East Village Community School |  The Children's Workshop School |  610 EAST  12 STREET CONSOLIDATED LOCATION,,,
335,2016 - 17,P.S. 099 Isaac Asimov,K099,K,21,879.0,,1,216.0,PS 097K,P.S. 099 Isaac Asimov,0.0,1.0,3.0
336,2016 - 17,Coney Island Preparatory Public Charter School,K744,K,21,2025.0,521 WEST AVENUE CONSOLIDATED LOCATION,3,28.0,IS 302K,I.S. 303 Herbert S. Eisenberg | Coney Island Preparatory Public Charter School |Rachel Carson High School for Coastal Studies |  521 WEST AVENUE CONSOLIDATED LOCATION,1.0,1.0,3.0
337,2016 - 17,Brooklyn Academy of Science and the Environment,K547,K,17,214.0,883 CLASSON AVENUE CONSOLIDATED LOCATION,4,140.0,THOMAS JEFFERSON HS,International High School at Prospect Heights |  The High School for Global Citizenship |  Brooklyn Academy of Science and the Environment |  Brooklyn School for Music & Theatre |  883 CLASSON AVENUE CONSOLIDATED LOCATION,,,
338,2016 - 17,P.S. K369  - Coy L. Cox School,K369,K,15,431.0,,1,131.0,PS 346K,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,0.0,2.0,0.0
339,2016 - 17,The Mott Hall School,M223,M,6,598.0,4600 BROADWAY CONSOLIDATED LOCATION,3,1065.0,PS 206M,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,,,
340,2016 - 17,P.S. 319,K319,K,14,1358.0,,1,295.0,PS 314K,I.S. 318 Eugenio Maria De Hostos,0.0,2.0,4.0
341,2016 - 17,Ebbets Field Middle School,K352,K,17,130.0,,1,1062.0,PS 316K,P.S. 319,0.0,0.0,0.0
342,2016 - 17,Urban Assembly Maker Academy,M282,M,2,4287.0,198 FORSYTH STREET CONSOLIDATED LOCATION,2,534.0,CHOIR ACADEMY,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,0.0,1.0,4.0
343,2016 - 17,325 SOUTH  3 STREET CONSOLIDATED LOCATION,K414,K,14,606.0,325 SOUTH  3 STREET CONSOLIDATED LOCATION,1,58.0,PS 019K,Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0
344,2016 - 17,424 LEONARD STREET CONSOLIDATED LOCATION,K126,K,14,393.0,424 LEONARD STREET CONSOLIDATED LOCATION,3,227.0,PS 124K,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,,,
345,2016 - 17,P.S. 255 Barbara Reing School,K255,K,22,784.0,,1,179.0,JHS 252K,P.S. 254 Dag Hammarskjold,0.0,1.0,1.0
346,2016 - 17,P.S. 028 The Warren Prep Academy,K028,K,16,166.0,,1,203.0,PS 027K,P.S. 028 The Warren Prep Academy,0.0,0.0,0.0
347,2016 - 17,P.S. 236 Mill Basin,K236,K,22,1262.0,,1,168.0,IS 232K,P.S. 235 Lenox School,1.0,1.0,1.0
348,2016 - 17,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,K117,K,13,710.0,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,86.0,PS 116K,"Brooklyn Community High School of Communication, A |  Brooklyn Prospect Charter School Downtown |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",3.0,6.0,2.0
349,2016 - 17,P.S. 100 The Coney Island School,K100,K,21,777.0,,1,217.0,PS 099K,P.S. 100 The Coney Island School,0.0,0.0,0.0
350,2016 - 17,272 MACDONOUGH STREET CONSOLIDATED LOCATION,K035,K,16,425.0,272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,63.0,PS 034K,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,0.0,3.0,0.0
351,2016 - 17,1700 FULTON STREET CONSOLIDATED LOCATION,K455,K,16,265.0,1700 FULTON STREET CONSOLIDATED LOCATION,3,193.0,NEW UTRECHT HS,Boys and Girls High School |  Research and Service High School | NELSON MANDELA HIGH SCHOOL |1700 FULTON STREET CONSOLIDATED LOCATION,,,
352,2016 - 17,5404 TILDEN AVENUE CONSOLIDATED LOCATION,K244,K,18,550.0,5404 TILDEN AVENUE CONSOLIDATED LOCATION,2,178.0,JHS 239K,P.S. 244 Richard R. Green|  Brooklyn Science and Engineering Academy|  5404 TILDEN AVENUE CONSOLIDATED LOCATION,,,
353,2016 - 17,P.S. 241 Emma L. Johnston,K241,K,17,791.0,,1,1401.0,The Academy of Talented Scholars,Andries Hudde,0.0,5.0,6.0
354,2016 - 17,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,K013,K,19,1352.0,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,55.0,PS 013K,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,0.0,0.0,1.0
355,2016 - 17,P.S. 189 The Bilingual Center,K189,K,17,486.0,,1,1145.0,PS 183K,P.S. 188 Michael E. Berdy,0.0,3.0,4.0
356,2016 - 17,150 WEST 105 STREET CONSOLIDATED LOCATION,M145,M,3,201.0,150 WEST 105 STREET CONSOLIDATED LOCATION,2,557.0,JHS 143M,"P.S. 145, The Bloomingdale School |  West Prep Academy |  150 WEST 105 STREET CONSOLIDATED LOCATION",,,
357,2016 - 17,The Math & Science Exploratory School,K447,K,15,1777.0,257 NORTH  6 STREET CONSOLIDATED LOCATION,3,141.0,TRANSIT TECH HS,Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION,1.0,13.0,20.0
358,2016 - 17,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,M153,M,6,202.0,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,606.0,PS 145M,P.S. 154 Harriet Tubman|Democracy Prep Endurance Charter School|250 WEST 127 STREET CONSOLIDATED LOCATION,,,
359,2016 - 17,East New York Elementary School of Excellence,K677,K,19,530.0,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,21.0,IS 071K,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,,
360,2016 - 17,Mott Hall II,M862,M,3,,401 WEST 164 STREET CONSOLIDATED LOCATION,2,613.0,PS 158M ,M.S. 328 - Manhattan Middle School for Scientific |WHIN Music Community |  401 WEST 164 STREET CONSOLIDATED LOCATION,,,
361,2016 - 17,Cypress Hills Collegiate Preparatory School,K659,K,19,329.0,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,315.0,SAMUEL J. TILDEN HS,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,,,
362,2016 - 17,P.S. 193 Gil Hodges,K193,K,22,693.0,,1,103.0,PS 190K,P.S. 192 - The Magnet School for Math and Science,0.0,0.0,0.0
363,2016 - 17,I.S. 171 Abraham Lincoln,K171,K,19,1065.0,,1,1066.0,PS 167K,Ralph A. Fabrizio School,0.0,0.0,0.0
364,2016 - 17,223 GRAHAM AVENUE CONSOLIDATED LOCATION,K049,K,14,1484.0,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,207.0,PS 048K,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",1.0,1.0,4.0
365,2016 - 17,The Urban Assembly School for Collaborative Health,K764,K,19,215.0,999 JAMAICA AVENUE CONSOLIDATED LOCATION,5,315.0,SAMUEL J. TILDEN HS,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,,,
366,2016 - 17,P.S. 249 The Caton,K249,K,17,850.0,,1,278.0,PS 244K,P.S. 247 Brooklyn,0.0,0.0,0.0
367,2016 - 17,50 BEDFORD AVENUE CONSOLIDATED LOCATION,K610,K,14,114.0,50 BEDFORD AVENUE CONSOLIDATED LOCATION,2,15.0,GEORGE WESTINGHOUSE HS,Frances Perkins Academy | Automotive High School |  50 BEDFORD AVENUE CONSOLIDATED LOCATION,,,
368,2016 - 17,32 WEST  92 STREET CONSOLIDATED LOCATION,M084,M,3,211.0,32 WEST  92 STREET CONSOLIDATED LOCATION,2,587.0,PS 076M,P.S. 084 Lillian Weber |  M.S. M247 Dual Language Middle School |  32 WEST  92 STREET CONSOLIDATED LOCATION,,,
369,2016 - 17,Spring Creek Community School,K422,K,19,566.0,1065 ELTON STREET CONSOLIDATED LOCATION,2,13.0,FRANKLIN K. LANE HS,Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION,,,
370,2016 - 17,South Shore Educational Complex Yabc,K922,K,18,284.0,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,145.0,CANARSIE HS,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,,
371,2016 - 17,Frederick Douglass Academy VIII Middle School,K452,K,19,633.0,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,190.0,MS 136K,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,
372,2016 - 17,ESPERANZA PREPARATORY ACADEMY,M372,M,4,569.0,240 EAST 109 STREET CONSOLIDATED LOCATION,2,597.0,PS 112M,Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  240 EAST 109 STREET CONSOLIDATED LOCATION,,,
373,2016 - 17,Bedford Academy High School,K595,K,13,658.0,,1,1104.0,EBC/DHS FOR PUBLIC SERVICE BUSHWICK,Brooklyn High School for Law and Technology,0.0,7.0,15.0
374,2016 - 17,P.S. 177 The Marlboro,K177,K,21,1399.0,,1,136.0,Teachers Preparatory ,P.S. 176 Ovington,0.0,0.0,0.0
375,2016 - 17,P.S. 002 Meyer London,M002,M,2,356.0,,1,1307.0,BROOKLYN EXCELSIOR CHARTER,P.S. 001 Alfred E. Smith,1.0,0.0,2.0
376,2016 - 17,Innovation Diploma Plus,M404,M,3,1921.0,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,709.0,WASHINGTON IRVING HS,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,6.0,15.0,24.0
377,2016 - 17,Brooklyn Landmark Elementary School,K599,K,23,311.0,251 MCDOUGAL STREET CONSOLIDATED LOCATION,2,1400.0,East New York Elementary School of Excellence,Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,,,
378,2016 - 17,P.S. 093 William H. Prescott,K093,K,13,291.0,,1,214.0,PS 092K,P.S. 093 William H. Prescott,0.0,2.0,1.0
379,2016 - 17,Lower Manhattan Community Middle School,M896,M,2,187.0,,1,1461.0,East Side Elementary School PS 267,The River School,0.0,0.0,0.0
380,2016 - 17,P.S. 130 The Parkside,K130,K,15,440.0,,1,228.0,PS 127K,P.S. 128 Bensonhurst,0.0,0.0,0.0
381,2016 - 17,60 EAST  94 STREET CONSOLIDATED LOCATION,K398,K,17,276.0,60 EAST  94 STREET CONSOLIDATED LOCATION,2,192.0,MS 391K,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,,,
382,2016 - 17,P.S. 202 Ernest S. Jenkyns,K202,K,19,1522.0,,1,1124.0,PS 197K,J.H.S. 201 The Dyker Heights,0.0,2.0,2.0
383,2016 - 17,P.S. 188 Michael E. Berdy,K188,K,21,1009.0,,1,1145.0,PS 183K,P.S. 186 Dr. Irving A Gladstone,0.0,0.0,1.0
384,2016 - 17,Victory Collegiate High School,K576,K,18,372.0,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,145.0,CANARSIE HS,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,,
385,2016 - 17,P.S. 089 Cypress Hills,K089,K,19,611.0,,1,8.0,BROOKLYN INTERNATIONAL HS,P.S. 163 Bath Beach,0.0,1.0,1.0
386,2016 - 17,P.S. 234 Independence School,M234,M,2,321.0,4600 BROADWAY CONSOLIDATED LOCATION,3,1065.0,PS 206M,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,,,
387,2016 - 17,330 CROWN STREET CONSOLIDATED LOCATION,K161,K,17,374.0,330 CROWN STREET CONSOLIDATED LOCATION,2,237.0,PS 160K,P.S. 161 The Crown|SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS)|330 CROWN STREET CONSOLIDATED LOCATION,,,
388,2016 - 17,Brooklyn Technical High School,K430,K,13,3418.0,,1,13.0,FRANKLIN K. LANE HS,James Madison High School,0.0,13.0,24.0
389,2016 - 17,Mott Hall Bridges Academy,K671,K,23,693.0,210 CHESTER STREET CONSOLIDATED LOCATION,2,170.0,IS 259K,P.S./I.S. 323 |  Mott Hall Bridges Academy |  210 CHESTER STREET CONSOLIDATED LOCATION,1.0,2.0,4.0
390,2016 - 17,905 WINTHROP STREET CONSOLIDATED LOCATION,K232,K,18,1194.0,,1,271.0,PS 226K,P.S. 230 Doris L. Cohen,0.0,0.0,0.0
391,2016 - 17,Brooklyn Brownstone School,K628,K,16,244.0,272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,63.0,PS 034K,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,,,
392,2016 - 17,School for Democracy and  Leadership,K533,K,17,357.0,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,149.0,ERASMUS HALL HS,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",,,
393,2016 - 17,P.S. 185 Walter Kassenbrock,K185,K,20,509.0,,1,1145.0,PS 183K,P.S. 184 Newport,0.0,2.0,5.0
394,2016 - 17,P.S. 158 Warwick,K158,K,19,508.0,,1,96.0,PS 155K,P.S./I.S. 157 The Benjamin Franklin Health & Scien,1.0,6.0,2.0
395,2016 - 17,P.S. 373 - Brooklyn Transition Center,K373,K,14,394.0,325 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,92.0,PS 145K,P.S. 147 Isaac Remsen |  Young Women's Leadership School of Brooklyn |  325 BUSHWICK AVENUE CONSOLIDATED LOCATION,,,
396,2016 - 17,P.S. 368,K368,K,14,231.0,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,2,205.0,PS 032K,Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION,,,
397,2016 - 17,M.S. 061 Dr. Gladstone H. Atwell,K061,K,17,915.0,,1,73.0,PS 059K,M.S. 061 Dr. Gladstone H. Atwell,0.0,7.0,4.0
398,2016 - 17,P.S. 107 John W. Kimball,K107,K,15,578.0,,1,83.0,PS 106K,P.S. 107 John W. Kimball,1.0,0.0,0.0
399,2016 - 17,35 STARR STREET CONSOLIDATED LOCATION,K111,K,32,595.0,35 STARR STREET CONSOLIDATED LOCATION,2,85.0,PS 110K,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",0.0,1.0,3.0
400,2016 - 17,J.H.S. 054 Booker T. Washington,M054,M,3,838.0,650 ACADEMY STREET CONSOLIDATED LOCATION,3,662.0,JHS 047M SCHOOL FOR THE DEAF,J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION,2.0,0.0,3.0
401,2016 - 17,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN),K648,K,16,161.0,800 GATES AVENUE CONSOLIDATED LOCATION,3,127.0,PS 319K,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",,,
402,2016 - 17,Academy for Conservation and the Environment,K637,K,18,200.0,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,145.0,CANARSIE HS,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,,
403,2016 - 17,M.S. 442 Carroll Gardens School for Innovation,K442,K,15,211.0,317 HOYT STREET CONSOLIDATED LOCATION,2,62.0,PS 031K,P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ,,,
404,2016 - 17,P.S. 770 New American Academy,K770,K,17,344.0,60 EAST  94 STREET CONSOLIDATED LOCATION,2,192.0,MS 391K,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,,,
405,2016 - 17,P.S. 165 Robert E. Simon,M165,M,3,246.0,401 WEST 164 STREET CONSOLIDATED LOCATION,2,613.0,PS 158M ,M.S. 328 - Manhattan Middle School for Scientific |  401 WEST 164 STREET CONSOLIDATED LOCATION,0.0,3.0,6.0
406,2016 - 17,P.S. 253,K253,K,21,434.0,1084 LENOX ROAD CONSOLIDATED LOCATION,2,280.0,PS 247K,Middle School for Art and Philosophy|  KINGS COLLEGIATE CHARTER SCHOOL(BS)|  1084 LENOX ROAD CONSOLIDATED LOCATION,,,
407,2016 - 17,P.S. K811 Connie Lekas School,K811,K,22,663.0,,1,291.0,PS 279K,I.S. 285 Meyer Levin,0.0,2.0,4.0
