,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1632,2016 - 17,I.S. 061 Leonardo Da Vinci,Q061,Q,24,1039.0,,1,850.0,IS 053Q,P.S. 58 - The School of Heroes,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11368.0,40.742668,-73.863307,4.0,21.0,44302.0,4046834.0,4018910032.0,Corona                                                                     
1633,2016 - 17,P.S. 172,X172,X,9,251.0,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,499.0,PS 161X,P.S. 214 |  Emolior Academy |  1970 WEST FARMS ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10452.0,40.842292,-73.924276,4.0,16.0,201.0,2116205.0,2025350010.0,Highbridge                                                                 
1634,2016 - 17,I.S. 313 School of Leadership Development,X313,X,9,199.0,1000 TELLER AVENUE CONSOLIDATED LOCATION,3,352.0,JHS 142X,J.H.S. 145 Arturo Toscanini|Urban Science Academy|New Millennium Business Academy Middle School|1000 TELLER AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10457.0,40.840878,-73.904754,3.0,16.0,167.0,2009400.0,2028970005.0,Claremont-Bathgate                                                         
1635,2016 - 17,Bronx Aerospace High School,X545,X,11,525.0,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,7,325.0,CHRISTOPHER COLUMBUS HS,Bronx High School for Writing and Communication Ar |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |  High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10467.0,40.875953,-73.86197,12.0,12.0,372.0,2057045.0,2046330040.0,Williamsbridge-Olinville                                                   
1636,2016 - 17,P17@IS184(XW),X017,X,7,193.0,,1,462.0,P754X,P.S. 159 Luis Munoz Marin Biling | 2315 Washington Avenue,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,10455.0,40.814916,-73.905518,1.0,8.0,79.0,2004773.0,2026640029.0,Melrose South-Mott Haven North                                             
1637,2016 - 17,J.H.S. 127 The Castle Hill,X127,X,11,333.0,1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,2,445.0,IS 117X,J.H.S. 125 Henry Hudson |  Blueprint Middle School |  1111 PUGSLEY AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10462.0,40.837931,-73.853524,9.0,18.0,222.0,2041247.0,2039480055.0,Parkchester                                                                
1638,2016 - 17,Â P.S. 93 - BRONX,X093,X,8,570.0,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION ,2,444.0,IS 232X,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,10473.0,40.821776,-73.876918,9.0,17.0,28.0,2097341.0,2036520001.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1639,2016 - 17,P.S. X188,X188,X,10,590.0,,2,424.0,CIS 022X,P.S. 030 Wilton I American Dream Charter School,0.0,0.0,3.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10460.0,40.850561,-73.883743,6.0,15.0,393.0,2098380.0,2031000014.0,Belmont                                                                    
1640,2016 - 17,High School for Environmental Studies,M400,M,2,294.0,,1,668.0,MANHATTAN COMP NITE HS,PS 527 - East Side School for Social Action,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10019.0,40.767791,-73.987531,4.0,3.0,139.0,1026841.0,1010650001.0,Clinton                                                                    
1641,2016 - 17,THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW),X539,X,10,394.0,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,321.0,ADLAI E. STEVENSON HS,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Suppor|Marble Hill High School for International Studies|Kennedy Yabc|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10463.0,40.877105,-73.912256,8.0,10.0,309.0,1064532.0,1022150080.0,Marble Hill-Inwood                                                         
1642,2016 - 17,P.S. Q023 @ Queens Children Center,Q023,Q,26,635.0,,1,1361.0,North Queens Community HS,"Robert F. Wagner, Jr. Secondary School for Arts an",0.0,1.0,1.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11426.0,40.746352,-73.727657,13.0,23.0,1567.0,4438378.0,4084010001.0,Bellerose                                                                  
1643,2016 - 17,J.H.S. 157 Stephen A. Halsey,Q157,Q,28,287.0,229-02 137 AVENUE CONSOLIDATED LOCATION,2,804.0,PS 150Q,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,11374.0,40.732289,-73.853825,6.0,29.0,721.0,4442846.0,4021260014.0,Forest Hills                                                               
1644,2016 - 17,P.S. 085 Judge Charles Vallone,Q085,Q,30,757.0,,1,726.0,IS 073Q,P.S. 81Q Jean Paul Richter,0.0,1.0,0.0,1.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11105.0,40.772863,-73.914708,1.0,22.0,115.0,4017485.0,4008420031.0,Steinway                                                                   
1645,2016 - 17,Academy of American Studies,Q575,Q,30,3903.0,,1,964.0,SPRINGFIELD GARDENS HS,Forest Hills High School,5.0,8.0,13.0,7.0,4.0,12C,3001-4000,1.13,8.47,15.33,3.8,3.07,11101.0,40.751331,-73.937434,1.0,26.0,33.0,4005026.0,4004170016.0,Queensbridge-Ravenswood-Long Island City                                   
1646,2016 - 17,P.S. 001 Courtlandt School,X001,X,7,366.0,,1,1022.0,TOTTENVILLE HS ,P.S. R037,0.0,2.0,0.0,1.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10451.0,40.818816,-73.91901,1.0,17.0,67.0,2001881.0,2024110119.0,Melrose South-Mott Haven North                                             
1647,2016 - 17,Bronx Park Middle School,X556,X,11,1121.0,2441 WALLACE AVENUE CONSOLIDATED LOCATION,3,349.0,JHS 127X,Bronx Green Middle School |  Pelham Academy of Academics and Community Engagement |  Bronx Park Middle School |  2441 WALLACE AVENUE CONSOLIDATED LOCATION,2.0,2.0,3.0,2.0,2.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10467.0,40.862109,-73.864577,11.0,13.0,330.0,2051313.0,2044320001.0,Bronxdale                                                                  
1648,2016 - 17,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Q242,Q,25,2024.0,46-21 COLDEN STREET CONSOLIDATED LOCATION,2,734.0,IS 230Q,I.S. 237 |  East-West School of International Studies |  46-21 COLDEN STREET CONSOLIDATED LOCATION,1.0,7.0,6.0,4.0,4.0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,11354.0,40.771265,-73.831525,7.0,20.0,88901.0,4462993.0,4043710173.0,Flushing                                                                   
1649,2016 - 17,The 51 Avenue Academy (The Path To Academic Excell,Q877,Q,24,416.0,,1,1380.0,Civic Leadership Academy,P.S. Q811,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11373.0,40.73679,-73.887438,4.0,25.0,479.0,4056455.0,4024510021.0,Elmhurst-Maspeth                                                           
1650,2016 - 17,John F. Kennedy Jr. School,Q721,Q,24,704.0,,1,,,Queens Gateway to Health Sciences Secondary School,0.0,3.0,2.0,0.0,3.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11373.0,40.736003,-73.867478,4.0,25.0,683.0,4462647.0,4018730050.0,Elmhurst                                                                   
1651,2016 - 17,NEW DORP EVENING M/W(SI),R901,R,31,1377.0,,1,1013.0,PS 055R,I.S. 075 Frank D. Paulo,0.0,1.0,2.0,0.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,10306.0,40.569393,-74.107737,2.0,50.0,11202.0,5055367.0,5039300010.0,New Dorp-Midland Beach                                                     
1652,2016 - 17,P.S. M721 - Manhattan Occupational Training Center,M721,M,2,1712.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,2.0,5.0,14.0,5.0,2.0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,10014.0,40.728677,-74.005993,2.0,3.0,67.0,1009757.0,1005810054.0,West Village                                                               
1653,2016 - 17,I.S. 061 William A Morris,R061,R,31,730.0,,1,974.0,IS 049R,Space Shuttle Columbia School,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10301.0,40.634009,-74.097826,1.0,49.0,67.0,5002227.0,5001000100.0,New Brighton-Silver Lake                                                   
1654,2016 - 17,P.S. 122 Mamie Fay,Q122,Q,30,1237.0,,1,793.0,PS 113Q,I.S. 119 The Glendale,0.0,1.0,0.0,0.0,1.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11105.0,40.780347,-73.916655,1.0,22.0,103.0,4019633.0,4008800001.0,Steinway                                                                   
1655,2016 - 17,P.S. 045 Clarence Witherspoon,Q045,Q,27,510.0,,1,882.0,PS 036Q,P.S. 041 Crocheron | 214-43 35 Avenue,0.0,1.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11436.0,40.672727,-73.788164,12.0,28.0,788.0,4262725.0,4121040001.0,Baisley Park                                                               
1656,2016 - 17,P.S. 220 Edward Mandel,Q220,Q,28,1428.0,,1,824.0,PS 209Q,J.H.S. 216 George J. Ryan,0.0,0.0,3.0,0.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11375.0,40.736524,-73.851455,6.0,29.0,745.0,4051290.0,4021430001.0,Forest Hills                                                               
1657,2016 - 17,Energy Tech High School,Q258,Q,30,1705.0,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,819.0,PS 196Q,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0.0,4.0,11.0,2.0,0.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,11106.0,40.757065,-73.932664,1.0,26.0,51.0,4004156.0,4003430001.0,Queensbridge-Ravenswood-Long Island City                                   
1658,2016 - 17,The 30th Avenue School (G&T Citywide),Q300,Q,30,465.0,,1,1211.0,P009Q @ WALTER REED SCHOOL,P.S. 015 Jackie Robinson,0.0,1.0,0.0,0.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11102.0,40.768985,-73.922428,1.0,22.0,71.0,4007663.0,4005940001.0,Old Astoria                                                                
1659,2016 - 17,4520 MATILDA AVENUE,X314,X,11,391.0,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,443.0,IS 229X,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10470.0,40.901428,-73.8544,12.0,11.0,414.0,2097456.0,2050800001.0,Woodlawn-Wakefield                                                         
1660,2016 - 17,Academy of Finance and  Enterprise,Q264,Q,24,1660.0,,1,1421.0,Young Women Leadership School,P.S. Q016 The Nancy DeBenedittis School,0.0,1.0,0.0,1.0,0.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,11101.0,40.745095,-73.936635,2.0,26.0,179.0,4003517.0,4002740001.0,Hunters Point-Sunnyside-West Maspeth                                       
1661,2016 - 17,Metropolitan Expeditionary Learning School,Q167,Q,28,285.0,,1,1270.0,"HS OF TEACHING, LIBERAL ARTS & SCI",Epic High School - North,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11375.0,40.711367,-73.856698,6.0,29.0,645.0,4447233.0,4038860800.0,Forest Hills                                                               
